id,titulo,mpa,genero,duracion,fecha_estreno,productora,ingresos,presupuesto,voto_promedio,cantidad_votos,popularidad,director,genero_director
tt0031381,Gone with the Wind,NA,Drama,233,1939-12-15,Selznick International Pictures,402352579,4000000,7.956,3808,64.531,Victor Fleming,Masculino
tt0097100,Communion,R,Drama,103,1989-11-10,The Picture Property Company,1919653,5000000,5.31,155,11.053,Philippe Mora,Masculino
tt0096913,Best of the Best,PG-13,Action,97,1989-11-10,The Movie Group,1700000,5000000,6.5,267,14.817,Robert Radler,Masculino
tt0098385,Stepfather 2,R,Horror,93,1989-11-03,Part II Productions,1519796,1500000,5.39,88,10.146,Jeff Burr,Masculino
tt0094667,Apartment Zero,NA,Thriller,124,1989-09-02,Producers Representative Organization,670774,4000000,6.7,47,5.089,Martin Donovan,Masculino
tt0097889,Miracle Mile,R,Romance,88,1988-05-19,Miracle Mile Productions Inc.,1145404,3700000,6.982,222,12.003,Steve De Jarnatt,Masculino
tt0098575,Valmont,NA,Drama,137,1989-11-17,Timothy Burrill Productions,1132112,33000000,6.7,245,12.331,Miloš Forman,Masculino
tt0097493,Heathers,R,Comedy,103,1989-03-31,New World Pictures,1100000,3000000,7.303,1567,17.727,Michael Lehmann,Masculino
tt0098068,Parents,R,Comedy,81,1989-01-27,Vestron Pictures,870532,3000000,5.823,155,7.669,Bob Balaban,Masculino
tt0094625,AKIRA,R,Animation,124,1988-07-16,MBS,553171,10000000,7.946,3880,40.396,Katsuhiro Otomo,Masculino
tt0097758,Little Monsters,PG,Adventure,102,1989-08-25,Davis Entertainment,793775,7000000,5.8,184,25.323,Richard Greenberg,Masculino
tt0098503,The Toxic Avenger Part II,R,Comedy,109,1989-07-15,Troma Entertainment,792966,2300000,5.429,148,10.424,Lloyd Kaufman,Masculino
tt0098577,Vampire's Kiss,R,Comedy,103,1988-09-17,Magellan Pictures,725131,2000000,5.968,355,13.903,Robert Bierman,Masculino
tt0032138,The Wizard of Oz,G,Adventure,102,1939-08-15,Metro-Goldwyn-Mayer,33754967,2777000,7.58,5240,50.284,Victor Fleming,Masculino
tt0099785,Home Alone,PG,Comedy,103,1990-11-16,Hughes Entertainment,476684675,18000000,7.428,10632,3.384,Chris Columbus,Masculino
tt0099653,Ghost,PG-13,Fantasy,127,1990-07-13,Paramount,505000000,22000000,7.211,5236,42.952,Jerry Zucker,Masculino
tt0099348,Dances with Wolves,PG-13,Adventure,181,1990-03-30,Tig Productions,424200000,22000000,7.8,3969,42.43,Kevin Costner,Masculino
tt0100405,Pretty Woman,R,Comedy,119,1990-03-23,Touchstone Pictures,463406268,14000000,7.464,7716,76.129,Garry Marshall,Masculino
tt0100758,Teenage Mutant Ninja Turtles,PG,Science Fiction,93,1990-03-30,New Line Cinema,201965915,13500000,6.6,1631,36.481,Steve Barron,Masculino
tt0099810,The Hunt for Red October,PG,Action,135,1990-03-02,Paramount,200500000,30000000,7.395,3048,35.997,John McTiernan,Masculino
tt0100802,Total Recall,R,Action,113,1990-06-01,Carolco Pictures,261317921,65000000,7.295,5429,41.068,Paul Verhoeven,Masculino
tt0099423,Die Hard 2,R,Action,124,1990-07-03,Gordon Company,240031094,70000000,6.939,5450,39.714,Renny Harlin,Masculino
tt0099422,Dick Tracy,PG,Adventure,105,1990-04-05,Touchstone Pictures,103738726,47000000,6.142,881,13.091,Warren Beatty,Masculino
tt0099938,Kindergarten Cop,PG-13,Comedy,111,1990-12-21,Universal Pictures,201957688,15000000,6.074,2339,18.122,Ivan Reitman,Masculino
tt0099088,Back to the Future Part III,PG,Adventure,119,1990-05-25,Universal Pictures,244527583,40000000,7.47,9963,41.399,Robert Zemeckis,Masculino
tt0099371,Days of Thunder,PG-13,Adventure,107,1990-06-27,Paramount,157920733,60000000,6.4,1362,29.36,Tony Scott,Masculino
tt0100404,Presumed Innocent,R,Mystery,127,1990-07-27,Mirage Enterprises,221303188,22000000,6.79,618,21.627,Alan J. Pakula,Masculino
tt0099044,Another 48 Hrs.,R,Thriller,95,1990-06-08,Paramount,153518974,38000000,5.984,798,18.817,Walter Hill,Masculino
tt0099141,Bird on a Wire,PG-13,Action,110,1990-05-18,Universal Pictures,138700000,20000000,6.197,865,27.238,John Badham,Masculino
tt0099674,The Godfather Part III,R,Crime,162,1990-12-25,Paramount,136766062,54000000,7.428,5820,72.536,Francis Ford Coppola,Masculino
tt0099582,Flatliners,R,Drama,115,1990-08-10,Stonebridge Entertainment,61489265,26000000,6.5,1432,23.847,Joel Schumacher,Masculino
tt0100157,Misery,R,Drama,107,1990-11-30,Castle Rock Entertainment,61300000,20000000,7.757,4318,32.102,Rob Reiner,Masculino
tt0099487,Edward Scissorhands,PG-13,Fantasy,105,1990-12-07,20th Century Fox,53000000,20000000,7.715,12344,49.766,Tim Burton,Masculino
tt0100419,Problem Child,PG,Comedy,81,1990-07-27,Universal Pictures,72000000,10000000,6.039,774,29.636,Dennis Dugan,Masculino
tt0099052,Arachnophobia,PG-13,Comedy,109,1990-07-20,Amblin Entertainment,53200000,31000000,6.371,1285,11.253,Frank Marshall,Masculino
tt0099077,Awakenings,PG-13,Drama,120,1990-12-04,Parkes/Lasker productions,52096475,31000000,7.759,2358,34.5,Penny Marshall,Femenino
tt0100050,Look Who's Talking Too,PG-13,Romance,81,1990-12-14,TriStar Pictures,120900000,12000000,5.481,1316,17.738,Amy Heckerling,Femenino
tt0099739,Hard to Kill,R,Action,96,1990-02-09,Warner Bros. Pictures,47410000,10000000,5.974,567,32.638,Bruce Malmuth,Masculino
tt0099685,GoodFellas,R,Drama,145,1990-09-12,Winkler Films,46800000,25000000,8.467,12139,62.104,Martin Scorsese,Masculino
tt0100114,Marked for Death,R,Action,94,1990-10-05,Steamroller Productions,46044400,12000000,6.073,484,18.141,Dwight H. Little,Masculino
tt0100502,RoboCop 2,R,Action,117,1990-06-22,Orion Pictures,45681173,35000000,5.978,1742,32.867,Irvin Kershner,Masculino
tt0100994,Young Guns II,PG-13,Western,104,1990-08-01,Morgan Creek Entertainment,59000000,20000000,6.486,500,22.345,Geoff Murphy,Masculino
tt0099700,Gremlins 2: The New Batch,PG-13,Comedy,106,1990-06-15,Amblin Entertainment,41482207,50000000,6.4,2385,33.151,Joe Dante,Masculino
tt0100507,Rocky V,PG-13,Drama,104,1990-11-16,United Artists,120000000,42000000,5.768,3004,39.588,John G. Avildsen,Masculino
tt0099892,Joe Versus the Volcano,PG,Comedy,102,1990-03-09,Amblin Entertainment,39400000,25000000,5.701,489,15.258,John Patrick Shanley,Masculino
tt0100395,Postcards from the Edge,R,Comedy,101,1990-09-14,Columbia Pictures,39071603,22000000,6.6,246,11.665,Mike Nichols,Masculino
tt0100140,Mermaids,PG-13,Comedy,110,1990-12-14,Orion Pictures,35419397,31000000,6.7,468,14.654,Richard Benjamin,Masculino
tt0099365,Darkman,R,Action,95,1990-08-24,Universal Pictures,48900000,16000000,6.419,1238,15.798,Sam Raimi,Masculino
tt0099005,Air America,R,Action,112,1990-08-10,IndieProd Company Productions,57700000,35000000,5.812,546,19.015,Roger Spottiswoode,Masculino
tt0100403,Predator 2,R,Science Fiction,108,1990-11-21,Davis Entertainment,57120318,35000000,6.273,3037,50.416,Stephen Hopkins,Masculino
tt0099699,Green Card,PG-13,Comedy,108,1990-12-23,Touchstone Pictures,29888235,12500000,6.105,454,11.393,Peter Weir,Masculino
tt0100318,Pacific Heights,R,Thriller,102,1990-09-28,Morgan Creek Entertainment,55000000,18000000,6.221,340,16.79,John Schlesinger,Masculino
tt0099253,Child's Play 2,R,Horror,84,1990-11-09,Universal Pictures,35763605,13000000,6.3,1702,43.426,John Lafia,Masculino
tt0100477,The Rescuers Down Under,G,Animation,77,1990-11-16,Walt Disney Pictures,47400000,38000000,6.626,1203,8.701,Mike Gabriel,Masculino
tt0099850,Internal Affairs,R,Crime,115,1990-01-12,Paramount,27734391,15000000,6.264,358,14.709,Mike Figgis,Masculino
tt0100133,Memphis Belle,PG-13,Drama,107,1990-09-07,Warner Bros. Pictures,27441977,23000000,6.8,347,13.743,Michael Caton-Jones,Masculino
tt0099800,House Party,R,Comedy,100,1990-03-09,New Line Cinema,26386000,2500000,6.363,216,15.719,Reginald Hudlin,Masculino
tt0099871,Jacob's Ladder,R,Drama,113,1990-11-02,Carolco Pictures,26118851,25000000,7.358,1511,24.679,Adrian Lyne,Masculino
tt0099528,The Exorcist III,R,Horror,110,1990-08-17,Morgan Creek Entertainment,39000000,9300000,6.244,700,26.063,William Peter Blatty,Masculino
tt0099654,Ghost Dad,PG,Comedy,84,1990-06-29,SAH Productions,24700000,24000000,5.068,191,11.245,Sidney Poitier,Masculino
tt0100530,The Russia House,R,Drama,118,1990-12-21,Pathé Entertainment,22997992,21800000,6.1,269,17.465,Fred Schepisi,Masculino
tt0099578,The First Power,R,Crime,98,1990-04-06,Orion Pictures,22424195,10000000,5.677,79,8.156,Robert Resnikoff,NA
tt0100514,The Rookie,R,Action,120,1990-12-07,Malpaso Productions,21600000,10000000,5.865,499,19.111,Clint Eastwood,Masculino
tt0098987,The Adventures of Ford Fairlane,R,Action,104,1990-07-11,Silver Pictures,20423389,49000000,6,191,11.104,Renny Harlin,Masculino
tt0099726,Hamlet,PG,Drama,130,1990-12-19,Icon Productions,20700000,13500000,6.59,385,15.265,Franco Zeffirelli,Masculino
tt0103035,Taking Care of Business,R,Comedy,108,1990-08-16,Silver Screen Partners,20000000,14000000,6.263,154,8.241,Arthur Hiller,Masculino
tt0099385,Death Warrant,R,Action,89,1990-09-14,Pathé Pictures International,16853487,4000000,6.219,512,23.835,Deran Sarafian,Masculino
tt0100814,Tremors,PG-13,Horror,96,1990-01-19,No Frills Film Production,48572000,11000000,6.9,3020,38.05,Ron Underwood,Masculino
tt0100740,Tales from the Darkside: The Movie,R,Thriller,93,1990-05-03,Paramount,16324573,3500000,6.2,347,15.107,John Harrison,Masculino
tt0100135,Men at Work,PG-13,Comedy,98,1990-08-24,Euphoria Films Production,16200000,9000000,5.681,348,15.784,Emilio Estevez,Masculino
tt0100168,Mo' Better Blues,R,Drama,129,1990-08-03,40 Acres and a Mule Filmworks,16153593,10000000,6.502,216,13.908,Spike Lee,Masculino
tt0099165,The Bonfire of the Vanities,R,Comedy,125,1990-12-21,Warner Bros. Pictures,15691192,47000000,5.533,445,13.652,Brian De Palma,Masculino
tt0100201,Mr. Destiny,PG-13,Fantasy,110,1990-10-12,Touchstone Pictures,15379253,20000000,6.196,191,13.448,James Orr,Masculino
tt0100666,Spaced Invaders,PG,Comedy,100,1990-04-27,Touchstone Pictures,15369573,3000000,4.9,70,7.687,Patrick Read Johnson,Masculino
tt0100449,Quick Change,R,Comedy,89,1990-07-13,Devoted Productions,15260154,15000000,6.695,329,17.644,Bill Murray,Masculino
tt0099575,Fire Birds,PG-13,Action,85,1990-05-25,Nova International Films,14760451,22000000,5.168,168,10.965,David Green,Masculino
tt0100935,Wild at Heart,R,Crime,125,1990-08-17,Samuel Goldwyn Company,14600000,9500000,7.031,1507,19.052,David Lynch,Masculino
tt0099091,Bad Influence,R,Thriller,99,1990-03-09,Epic Productions,12600000,7000000,5.954,141,12.204,Curtis Hanson,Masculino
tt0095765,Nuovo Cinema Paradiso,PG,Drama,124,1988-11-17,RAI,11990401,5000000,8.452,4112,30.838,Giuseppe Tornatore,Masculino
tt0099697,Graveyard Shift,R,Horror,89,1990-10-26,Paramount,11582891,10500000,5.286,222,12.148,Ralph S. Singleton,Masculino
tt0100934,Wild Orchid,R,Drama,105,1989-12-22,Vision P.D.G.,11060485,7000000,5.237,262,19.365,Zalman King,Masculino
tt0100280,Nuns on the Run,PG-13,Comedy,89,1990-03-16,HandMade Films,10959015,10959015,5.8,121,10.417,Jonathan Lynn,Masculino
tt0100224,Narrow Margin,R,Action,97,1990-09-21,Carolco Pictures,10900000,17500000,6.365,178,12.787,Peter Hyams,Masculino
tt0100944,The Witches,PG,Fantasy,91,1990-05-25,Lorimar Film Entertainment,15400000,11000000,6.913,1180,24.198,Nicolas Roeg,Masculino
tt0100828,The Two Jakes,R,Crime,137,1990-08-10,Paramount,10005969,19000000,5.966,218,10.944,Jack Nicholson,Masculino
tt0100260,Nightbreed,R,Horror,102,1990-02-16,Seraphim Films,8862354,11000000,6.339,429,18.927,Clive Barker,Masculino
tt0099747,Havana,R,Drama,144,1990-12-11,Mirage Films,9243140,40000000,5.8,136,10,Sydney Pollack,Masculino
tt0099329,Cry-Baby,PG-13,Comedy,85,1990-04-06,Universal Pictures,8266343,11000000,6.6,1430,24.555,John Waters,Masculino
tt0099623,Funny About Love,PG-13,Comedy,101,1990-09-21,Paramount,8100000,12000000,4.7,30,3.422,Leonard Nimoy,Masculino
tt0097108,"The Cook, the Thief, His Wife & Her Lover",NA,Crime,124,1989-10-13,Allarts,7724701,2300000,7.4,573,19.991,Peter Greenaway,Masculino
tt0099018,Almost an Angel,PG,Comedy,95,1990-12-21,Paramount,6939946,25000000,5.7,96,7.607,John Cornell,Masculino
tt0097443,The Gods Must Be Crazy II,PG,Action,98,1989-07-01,Elrina Investment,9600000,7500000,6.997,437,24.002,Jamie Uys,Masculino
tt0100258,Night of the Living Dead,R,Horror,88,1990-10-19,21st Century Film Corporation,5835247,4200000,6.853,782,21.437,Tom Savini,Masculino
tt0100680,Stanley & Iris,PG-13,Drama,104,1990-02-09,Star Partners II Ltd.,5820015,23000000,6.377,138,13.164,Martin Ritt,Masculino
tt0099994,Leatherface: The Texas Chainsaw Massacre III,R,Horror,85,1990-01-12,Nicolas Entertainment,55800000,2000000,5.3,501,26.726,Jeff Burr,Masculino
tt0099740,Hardware,R,Science Fiction,93,1990-09-14,Palace Pictures,5728953,1500000,5.947,263,11.842,Richard Stanley,Masculino
tt0100053,Loose Cannons,R,Comedy,94,1990-02-09,TriStar Pictures,5585154,1500000,4.958,84,12.051,Bob Clark,Masculino
tt0100150,Miller's Crossing,R,Drama,115,1990-09-21,Circle Films,5080409,14000000,7.458,1535,21.019,Joel Coen,Masculino
tt0099731,The Handmaid's Tale,R,Drama,108,1990-02-15,Cinecom Entertainment Group,5000000,13000000,6.087,201,12.916,Volker Schlöndorff,Masculino
tt0099691,Graffiti Bridge,PG-13,Drama,95,1990-11-02,Paisley Park Films,4562778,7500000,4.974,38,6.996,Prince,Masculino
tt0099817,Dark Angel,R,Action,91,1990-01-26,Trans World Entertainment (TWE),9200000,7000000,5.974,269,21.734,Craig R. Baxley,Masculino
tt0099750,Heart Condition,NA,Comedy,100,1990-02-02,New Line Cinema,4134992,10000000,5.524,85,7.454,James D. Parriott,Masculino
tt0100142,Metropolitan,PG-13,Comedy,99,1990-08-03,Westerly Films,2900000,225000,6.846,136,8.365,Whit Stillman,Masculino
tt0099409,Desperate Hours,R,Mystery,105,1990-10-05,Metro-Goldwyn-Mayer,2742912,18000000,5.457,175,11.431,Michael Cimino,Masculino
tt0096945,Blind Fury,R,Action,86,1989-08-17,Interscope Communications,2700000,20000000,6.542,417,18.976,Phillip Noyce,Masculino
tt0099832,Impulse,R,Thriller,109,1990-04-06,Warner Bros. Pictures,2544504,9000000,5.503,33,5.387,Sondra Locke,Femenino
tt0099277,Class of 1999,R,Science Fiction,99,1990-04-01,Lightning Pictures,2459895,5200000,5.998,206,11.414,Mark L. Lester,Masculino
tt0100928,"White Hunter, Black Heart",PG,Adventure,112,1990-05-16,Warner Bros. Pictures,2300000,24000000,6.33,247,11.986,Clint Eastwood,Masculino
tt0100594,The Sheltering Sky,R,Drama,138,1990-10-25,Recorded Picture Company,2075084,25000000,6.565,240,9.762,Bernardo Bertolucci,Masculino
tt0099173,Brain Dead,R,Thriller,85,1990-01-16,New Horizons,1627955,2000000,5.735,102,7.579,Adam Simon,Masculino
tt0099991,The Last of the Finest,NA,Crime,106,1990-03-09,Davis Entertainment,1531489,12000000,5.9,31,5.838,John Mackenzie,Masculino
tt0102800,Robot Jox,PG,Science Fiction,85,1989-10-01,Empire Pictures,1272977,10000000,5.539,115,10.439,Stuart Gordon,Masculino
tt0100639,Slumber Party Massacre III,R,Horror,87,1990-09-07,Concorde Pictures,1242995,350000,4.952,84,4.411,Sally Mattison,Femenino
tt0099450,Don't Tell Her It's Me,PG-13,Comedy,101,1990-09-21,Hemdale Film Corporation,1171762,6700000,5.6,49,7.476,Malcolm Mowbray,Masculino
tt0101414,Beauty and the Beast,G,Romance,84,1991-10-22,Walt Disney Pictures,424967620,25000000,7.735,9484,97.565,Gary Trousdale,Masculino
tt0103064,Terminator 2: Judgment Day,R,Action,137,1991-07-03,Carolco Pictures,520000000,102000000,8.11,12128,77.315,James Cameron,Masculino
tt0102798,Robin Hood: Prince of Thieves,PG-13,Action,143,1991-06-14,Morgan Creek Entertainment,390493908,48000000,6.849,3049,45.341,Kevin Reynolds,Masculino
tt0102926,The Silence of the Lambs,R,Crime,119,1991-02-14,Orion Pictures,272742922,19000000,8.347,15497,16.734,Jonathan Demme,Masculino
tt0101587,City Slickers,PG-13,Comedy,114,1991-06-07,Castle Rock Entertainment,179033791,27000000,6.4,705,21.767,Ron Underwood,Masculino
tt0102057,Hook,PG,Adventure,141,1991-04-10,Amblin Entertainment,300900000,70000000,6.8,5047,36.401,Steven Spielberg,Masculino
tt0101272,The Addams Family,PG-13,Comedy,102,1991-11-22,Paramount,191502426,30000000,7.039,4261,42.903,Barry Sonnenfeld,Masculino
tt0102945,Sleeping with the Enemy,R,Drama,99,1991-01-13,20th Century Fox,175000000,19000000,6.488,1001,31.741,Joseph Ruben,Masculino
tt0101862,Father of the Bride,PG,Comedy,105,1991-12-20,Touchstone Pictures,89325780,20000000,6.455,1267,21.931,Charles Shyer,Masculino
tt0101921,Fried Green Tomatoes,PG-13,Drama,130,1991-12-27,Universal Pictures,119400000,11000000,7.704,1248,33.562,Jon Avnet,Masculino
tt0101540,Cape Fear,R,Crime,128,1991-11-13,Amblin Entertainment,182300000,35000000,7.268,3211,22.49,Martin Scorsese,Masculino
tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG,Science Fiction,88,1991-03-22,Orange Sky Golden Harvest,78656813,25000000,6.09,1045,28.556,Michael Pressman,Masculino
tt0101393,Backdraft,R,Drama,137,1991-05-24,Trilogy Entertainment Group,152368585,75000000,6.642,1317,17.309,Ron Howard,Masculino
tt0102975,Star Trek VI: The Undiscovered Country,PG,Science Fiction,109,1991-12-06,Paramount,96900000,27000000,7.002,1189,22.219,Nicholas Meyer,Masculino
tt0102713,The Prince of Tides,R,Drama,132,1991-12-25,Columbia Pictures,74787599,30000000,6.6,255,17.522,Barbra Streisand,Femenino
tt0102138,JFK,R,Drama,189,1991-12-20,Warner Bros. Pictures,205405498,40000000,7.6,1947,25.782,Oliver Stone,Masculino
tt0102059,Hot Shots!,PG-13,Action,84,1991-07-31,20th Century Fox,181096164,26000000,6.564,2019,35.45,Jim Abrahams,Masculino
tt0103241,What About Bob?,PG,Comedy,100,1991-05-17,Touchstone Pictures,63710000,35000000,6.848,763,15.122,Frank Oz,Masculino
tt0102266,The Last Boy Scout,R,Action,105,1991-12-13,Geffen Pictures,59500000,29000000,6.799,1744,28.979,Tony Scott,Masculino
tt0102492,My Girl,PG,Comedy,103,1991-11-27,Columbia Pictures,59490000,17000000,7.362,1945,32.228,Howard Zieff,Masculino
tt0101507,Boyz n the Hood,R,Crime,112,1991-07-12,Columbia Pictures,57504069,6500000,7.618,1844,23.886,John Singleton,Masculino
tt0101745,Doc Hollywood,PG-13,Comedy,104,1991-08-02,Warner Bros. Pictures,54830779,20000000,6.338,563,16.509,Michael Caton-Jones,Masculino
tt0101516,Bugsy,R,Crime,134,1991-12-10,TriStar Pictures,49114016,30000000,6.384,358,17.01,Barry Levinson,Masculino
tt0102526,New Jack City,R,Thriller,97,1991-03-08,Jacmac Films,47624253,8500000,6.578,490,13.422,Mario Van Peebles,Masculino
tt0102803,The Rocketeer,PG,Action,108,1991-06-21,Walt Disney Pictures,46704056,42000000,6.48,865,24.148,Joe Johnston,Masculino
tt0103074,Thelma & Louise,R,Drama,130,1991-05-24,Metro-Goldwyn-Mayer,45361000,16000000,7.6,3166,31.67,Ridley Scott,Masculino
tt0102685,Point Break,R,Action,122,1991-01-31,Largo Entertainment,83531958,24000000,7.142,3327,42.575,Kathryn Bigelow,Femenino
tt0102768,Regarding Henry,PG-13,Romance,108,1991-07-10,Paramount,43001500,25000000,6.551,536,11.155,Mike Nichols,Masculino
tt0101889,The Fisher King,R,Comedy,138,1991-09-20,TriStar Pictures,41895491,24000000,7.279,1247,14.692,Terry Gilliam,Masculino
tt0102614,Out for Justice,R,Action,91,1991-04-12,Arnold Kopelson Productions,39673161,14000000,6.08,402,24.709,John Flynn,Masculino
tt0101746,The Doctor,PG-13,Drama,122,1991-07-24,Touchstone Pictures,38120905,12000000,6.37,73,7.302,Randa Haines,Femenino
tt0101452,Bill & Ted's Bogus Journey,PG,Adventure,93,1991-07-19,Orion Pictures,38000000,20000000,6.299,1122,16.011,Peter Hewitt,Masculino
tt0102951,Soapdish,PG-13,Comedy,97,1991-05-31,Paramount,36489888,25000000,6.246,234,16.49,Michael Hoffman,Masculino
tt0101917,Freddy's Dead: The Final Nightmare,R,Horror,89,1991-09-05,New Line Cinema,34900000,5000000,5.3,1223,29.086,Rachel Talalay,Femenino
tt0103247,White Fang,PG,Action,107,1991-01-18,Walt Disney Pictures,34793160,14000000,6.71,561,17.935,Randal Kleiser,Masculino
tt0101761,The Doors,R,Music,140,1991-03-01,Carolco Pictures,34416893,38000000,7.123,1322,22.975,Oliver Stone,Masculino
tt0102216,King Ralph,PG,Comedy,97,1991-02-15,Universal Pictures,52487045,23000000,5.385,278,9.238,David S. Ward,Masculino
tt0101787,Dying Young,R,Drama,111,1991-06-20,20th Century Fox,82264675,18000000,6.7,424,13.727,Joel Schumacher,Masculino
tt0102175,Jungle Fever,R,Drama,132,1991-06-07,40 Acres and a Mule Filmworks,32482682,14000000,6.388,267,11.444,Spike Lee,Masculino
tt0101764,Double Impact,R,Thriller,110,1991-07-31,Stone Group Pictures,30102717,15000000,6.097,978,34.477,Sheldon Lettich,Masculino
tt0102004,The Hard Way,R,Action,111,1991-03-08,The Badham-Cohen Group,65595485,24000000,6.156,379,16.473,John Badham,Masculino
tt0101757,Don't Tell Mom the Babysitter's Dead,PG-13,Comedy,105,1991-06-07,Outlaw Productions,25196249,10000000,6.132,400,17.728,Stephen Herek,Masculino
tt0102719,Problem Child 2,PG-13,Comedy,90,1991-07-03,Imagine Entertainment,32704700,15000000,5.839,576,28.066,Brian Levant,Masculino
tt0102316,Little Man Tate,PG,Drama,99,1991-09-06,Orion Pictures,25010896,10000000,6.531,262,12.759,Jodie Foster,Femenino
tt0105121,The People Under the Stairs,R,Horror,103,1991-11-01,Universal Pictures,31400000,6000000,6.6,616,14.322,Wes Craven,Masculino
tt0100029,Lionheart,R,Action,105,1990-06-07,Universal Pictures,24271196,6000000,6.518,962,40.063,Sheldon Lettich,Masculino
tt0102603,Oscar,PG,Comedy,109,1991-04-26,Joseph S. Vecchio Entertainment,23562716,35000000,6.276,471,15.233,John Landis,Masculino
tt0101912,Frankie and Johnny,R,Drama,118,1991-10-11,Paramount,22773535,29000000,6.71,511,16.967,Garry Marshall,Masculino
tt0102729,Pure Luck,PG,Comedy,96,1991-08-09,Universal Pictures,24941969,17010000,5.5,116,10.679,Nadia Tass,Femenino
tt0101846,F/X2,PG-13,Action,108,1991-04-16,Orion Pictures,21082165,16400000,6.4,253,11.461,Richard Franklin,Masculino
tt0102460,Mobsters,R,Action,104,1991-07-26,Universal Pictures,20246790,23000000,6.224,165,11.363,Michael Karbelnikoff,Masculino
tt0102469,Mortal Thoughts,R,Mystery,104,1991-04-19,Columbia Pictures,18800000,8000000,5.628,169,15.919,Alan Rudolph,Masculino
tt0102631,Paradise,PG-13,Drama,111,1991-09-18,Touchstone Pictures,18634643,34000000,6.25,52,6.339,Mary Agnes Donoghue,NA
tt0101902,For the Boys,R,Drama,138,1991-11-22,All Girl Productions,23202444,40000000,6.3,69,8.665,Mark Rydell,Masculino
tt0100240,The NeverEnding Story II: The Next Chapter,PG,Drama,89,1990-10-25,Dieter Geissler Filmproduktion,16283667,32000000,5.7,760,24.948,George T. Miller,Masculino
tt0102070,Hudson Hawk,R,Action,100,1991-05-23,TriStar Pictures,17218080,65000000,5.7,928,21.187,Michael Lehmann,Masculino
tt0101453,Billy Bathgate,R,Crime,106,1991-11-01,Touchstone Pictures,15565363,48000000,5.776,203,13.556,Robert Benton,Masculino
tt0102034,Highlander II: The Quickening,R,Fantasy,90,1991-01-13,Davis-Panzer Productions,15600000,34000000,4.74,795,16.116,Russell Mulcahy,Masculino
tt0103112,Toy Soldiers,R,Action,112,1991-04-24,TriStar Pictures,15100000,10000000,6.401,298,15.88,Daniel Petrie Jr.,Masculino
tt0103956,Child's Play 3,R,Horror,90,1991-08-30,Universal Pictures,20560255,13000000,5.9,1463,36.924,Jack Bender,Masculino
tt0101605,The Commitments,R,Comedy,118,1991-08-14,Beacon Pictures,14919570,12000000,7.269,502,10.501,Alan Parker,Masculino
tt0099587,Flight of the Intruder,PG-13,Action,115,1991-01-18,Paramount,14587732,35000000,5.557,106,15.751,John Milius,Masculino
tt0102655,The Perfect Weapon,R,Action,83,1991-03-15,Paramount,14061361,10000000,6.1,103,8.223,Mark DiSalle,Masculino
tt0101775,Drop Dead Fred,PG-13,Comedy,103,1991-04-19,New Line Cinema,13878334,6788000,5.892,337,13.101,Ate de Jong,Masculino
tt0102411,The Marrying Man,R,Action,116,1991-04-05,Hollywood Pictures,12454768,26000000,5.582,104,11.403,Jerry Rees,NA
tt0102900,Shattered,R,Mystery,98,1991-10-11,Palace Pictures,11500000,22000000,6.137,179,13.588,Wolfgang Petersen,Masculino
tt0101545,Career Opportunities,PG-13,Romance,83,1991-03-29,Hughes Entertainment,11336986,6000000,6.878,581,29.47,Bryan Gordon,Masculino
tt0102593,One Good Cop,R,Action,104,1991-05-03,Silver Screen Partners IV,11276846,4000000,5.631,84,8.605,Heywood Gould,Masculino
tt0103007,The Super,R,Comedy,84,1991-10-04,JVC,11000863,22000000,5.863,102,8.512,Rod Daniel,Masculino
tt0102749,A Rage in Harlem,R,Crime,115,1991-05-03,Palace Pictures,10400000,8000000,5.438,48,5.534,Bill Duke,Masculino
tt0102011,"He Said, She Said",PG-13,Comedy,115,1991-02-22,Paramount,9804775,15000000,5.9,114,12.099,Ken Kwapis,Masculino
tt0102849,Scenes from a Mall,R,Comedy,89,1991-02-22,Silver Screen Partners IV,9563393,3000000,5.147,68,7.057,Paul Mazursky,Masculino
tt0101984,Guilty by Suspicion,PG-13,Drama,100,1991-03-15,Warner Bros. Pictures,9480198,13000000,6.5,137,12.449,Irwin Winkler,Masculino
tt0102984,Stone Cold,R,Action,92,1991-05-17,Stone Group Pictures,9000000,25000000,6.102,166,13.45,Craig R. Baxley,Masculino
tt0098622,Warlock,R,Horror,103,1989-06-01,New World Pictures,9094451,7000000,6.284,357,14.815,Steve Miner,Masculino
tt0101455,Bingo,PG,Action,90,1991-08-09,TriStar Pictures,8667684,10000000,5,89,9.093,Matthew Robbins,Masculino
tt0102558,Nothing but Trouble,PG-13,Comedy,94,1991-02-15,Applied Action,8500000,40000000,5.274,325,13.99,Dan Aykroyd,Masculino
tt0101465,Black Robe,R,Adventure,101,1991-10-04,Samson Productions,8211952,11000000,6.564,94,9.715,Bruce Beresford,Masculino
tt0102005,Harley Davidson and the Marlboro Man,R,Action,98,1991-08-23,Krisjair,7434726,23000000,6.315,381,20.833,Simon Wincer,Masculino
tt0103003,Suburban Commando,PG,Action,88,1991-10-04,New Line Cinema,8000000,11000000,4.7,158,8.567,Burt Kennedy,Masculino
